Time::Relative Time!!R,Markers::Markers,Channel1_R3_Area::AF488_R3_Area!!R,Channel1_R3_IntensityAreaThrs::AF488_R3_IntensityAreaThrs!!R,Channel1_R3_IntensityMean::AF488_R3_IntensityMean!!R,Channel1_R3_IntensityMeanThrs::AF488_R3_IntensityMeanThrs!!R,Channel1_R4_Area::AF488_R4_Area!!R,Channel1_R4_IntensityAreaThrs::AF488_R4_IntensityAreaThrs!!R,Channel1_R4_IntensityMean::AF488_R4_IntensityMean!!R,Channel1_R4_IntensityMeanThrs::AF488_R4_IntensityMeanThrs!!R,FocusPosition::FocusPosition!!R,Event.Incubation.Channel1Temperature::Event.Incubation.Channel1Temperature!!R,Event.Incubation.Channel3Temperature::Event.Incubation.Channel3Temperature!!R,Event.Incubation.Channel4Temperature::Event.Incubation.Channel4Temperature!!R
"s",,,,,,,,,,,,,
0,"Focus Action: DefiniteFocusStabilize:  7055.77 µm:  -0.84 - -0.74s  DefiniteFocusStabilize Result: Success, Position: 7055.77 µm, Quality: 52, Start: 7055.77 µm, X: 73.461 µm, Y: 268.437 µm",1.7966742465708,1.7966742465708,176.476861167,176.476861167,1.0646289046581,1.0646289046581,119.8234295416,119.8234295416,7055.77,37.2,37.1,37
1.1978461,"Focus Action: DefiniteFocusStabilize:  7056.062 µm:  0.56 - 0.96s  DefiniteFocusStabilize Result: Success, Position: 7056.062 µm, Quality: 52, Start: 7055.77 µm, X: 73.461 µm, Y: 268.437 µm",1.7930592078453,1.7930592078453,180.10080645161,180.10080645161,1.0646289046581,1.0646289046581,133.64346349745,133.64346349745,7056.062,37.2,37.1,37
2.1097166,"Focus Action: DefiniteFocusStabilize:  7056.062 µm:  1.77 - 1.87s  DefiniteFocusStabilize Result: Success, Position: 7056.062 µm, Quality: 52, Start: 7056.062 µm, X: 73.461 µm, Y: 268.437 µm",1.7677539367668,1.7677539367668,158.49591002045,158.49591002045,1.0610138659326,1.0610138659326,145.51448040886,145.51448040886,7056.062,37.2,37.1,37
3.1486874,"Focus Action: DefiniteFocusStabilize:  7056.187 µm:  2.69 - 2.92s  DefiniteFocusStabilize Result: Success, Position: 7056.187 µm, Quality: 52, Start: 7056.062 µm, X: 73.461 µm, Y: 268.437 µm",1.7930592078453,1.7930592078453,174.64213709677,174.64213709677,1.0592063465699,1.0592063465699,148.65017064846,148.65017064846,7056.187,37.2,37.1,37
4.1876581,"Focus Action: DefiniteFocusStabilize:  7056.298 µm:  3.72 - 3.96s  DefiniteFocusStabilize Result: Success, Position: 7056.298 µm, Quality: 52, Start: 7056.187 µm, X: 73.461 µm, Y: 268.437 µm",1.8039043240218,1.8039043240218,185.82364729459,185.82364729459,1.0718589821091,1.0718589821091,131.15851602024,131.15851602024,7056.298,37.2,37.1,37
5.80438,"Focus Action: DefiniteFocusStabilize:  7056.41 µm:  5.35 - 5.58s  DefiniteFocusStabilize Result: Success, Position: 7056.41 µm, Quality: 52, Start: 7056.298 µm, X: 73.461 µm, Y: 268.437 µm
Timed Bleaching (LSM): 4.81s - 5.29s  Region 1:     488nm: 100.0%     514nm: 100.0%",1.7930592078453,1.7930592078453,20.261088709677,20.261088709677,1.0664364240209,1.0664364240209,132.46779661017,132.46779661017,7056.41,37.2,37.1,37
6.700363,"Focus Action: DefiniteFocusStabilize:  7056.41 µm:  6.39 - 6.48s  DefiniteFocusStabilize Result: Success, Position: 7056.41 µm, Quality: 52, Start: 7056.41 µm, X: 73.461 µm, Y: 268.437 µm",1.823787037012,1.823787037012,42.021803766105,42.021803766105,1.0700514627464,1.0700514627464,124.02702702703,124.02702702703,7056.41,37.2,37,37
7.7393337,"Focus Action: DefiniteFocusStabilize:  7056.541 µm:  7.29 - 7.52s  DefiniteFocusStabilize Result: Success, Position: 7056.541 µm, Quality: 52, Start: 7056.41 µm, X: 73.461 µm, Y: 268.437 µm",1.8219795176492,1.8219795176492,41.902777777778,41.902777777778,1.0682439433836,1.0682439433836,125.2538071066,125.2538071066,7056.541,37.2,37,37
8.6670918,"Focus Action: DefiniteFocusStabilize:  7056.541 µm:  8.36 - 8.45s  DefiniteFocusStabilize Result: Success, Position: 7056.541 µm, Quality: 52, Start: 7056.541 µm, X: 73.461 µm, Y: 268.437 µm",1.8183644789238,1.8183644789238,41.115308151093,41.115308151093,1.0736665014719,1.0736665014719,144.41582491583,144.41582491583,7056.541,37.2,37,37
9.690175,"Focus Action: DefiniteFocusStabilize:  7056.663 µm:  9.25 - 9.48s  DefiniteFocusStabilize Result: Success, Position: 7056.663 µm, Quality: 52, Start: 7056.541 µm, X: 73.461 µm, Y: 268.437 µm",1.802096804659,1.802096804659,52.949849548646,52.949849548646,1.0718589821091,1.0718589821091,111.93591905565,111.93591905565,7056.663,37.2,37,37
